"","pond","date","class","pixels","tot_pixels","em_veg"
"40","1J1",2016-06-27,"vegetation",221,221,1
"41","1J1",2016-06-30,"vegetation",221,221,1
"42","1J1",2016-07-07,"vegetation",221,221,1
"43","1J1",2016-07-10,"vegetation",221,221,1
"44","1J1",2016-07-17,"vegetation",221,221,1
"45","1J1",2016-07-20,"vegetation",210,221,0.950226244343891
"46","1J1",2016-08-19,"vegetation",210,221,0.950226244343891
"47","1J1",2016-08-26,"vegetation",215,221,0.972850678733032
"48","1J1",2016-09-05,"vegetation",209,221,0.945701357466063
"49","1J1",2016-09-08,"vegetation",207,221,0.936651583710407
"50","1J1",2016-09-15,"vegetation",211,221,0.95475113122172
"51","1J1",2016-09-25,"vegetation",207,221,0.936651583710407
"52","1J1",2016-09-28,"vegetation",221,221,1
"53","1J1",2016-10-05,"vegetation",204,221,0.923076923076923
"54","1J1",2016-10-08,"vegetation",221,221,1
"55","1J1",2016-11-14,"vegetation",221,221,1
"56","1J1",2016-11-17,"vegetation",221,221,1
"57","1J1",2016-11-24,"vegetation",221,221,1
"58","1J1",2016-11-27,"vegetation",221,221,1
"59","1J1",2016-12-07,"vegetation",221,221,1
"60","1J1",2016-12-14,"vegetation",205,221,0.927601809954751
"61","1J1",2016-12-17,"vegetation",205,221,0.927601809954751
"62","1J1",2016-12-24,"vegetation",221,221,1
"63","1J1",2016-12-27,"vegetation",144,221,0.65158371040724
"64","1J1",2017-01-03,"vegetation",221,221,1
"65","1J1",2017-01-13,"vegetation",42,221,0.190045248868778
"66","1J1",2017-01-16,"vegetation",42,221,0.190045248868778
"67","1J1",2017-01-26,"vegetation",196,221,0.886877828054299
"68","1J1",2017-02-02,"vegetation",221,221,1
"69","1J1",2017-02-05,"vegetation",221,221,1
"70","1J1",2017-02-12,"vegetation",221,221,1
"71","1J1",2017-02-15,"vegetation",114,221,0.515837104072398
"72","1J1",2017-02-22,"vegetation",114,221,0.515837104072398
"73","1J1",2017-02-25,"vegetation",218,221,0.986425339366516
"74","1J1",2017-03-04,"vegetation",221,221,1
"75","1J1",2017-03-07,"vegetation",221,221,1
"76","1J1",2017-03-14,"vegetation",221,221,1
"77","1J1",2017-03-17,"vegetation",221,221,1
"78","1J1",2017-03-24,"vegetation",221,221,1
"79","1J1",2017-03-27,"vegetation",75,221,0.339366515837104
"80","1J1",2017-04-03,"vegetation",28,105,0.266666666666667
"81","1J1",2017-04-06,"vegetation",28,105,0.266666666666667
"82","1J1",2017-04-13,"vegetation",105,105,1
"83","1J1",2017-04-16,"vegetation",105,105,1
"84","1J1",2017-04-23,"vegetation",105,105,1
"85","1J1",2017-04-26,"vegetation",154,221,0.69683257918552
"86","1J1",2017-05-03,"vegetation",154,221,0.69683257918552
"87","1J1",2017-05-06,"vegetation",111,221,0.502262443438914
"88","1J1",2017-05-13,"vegetation",111,221,0.502262443438914
"89","1J1",2017-05-16,"vegetation",179,221,0.809954751131222
"90","1J1",2017-05-23,"vegetation",215,221,0.972850678733032
"91","1J1",2017-05-26,"vegetation",187,221,0.846153846153846
"92","1J1",2017-06-02,"vegetation",210,221,0.950226244343891
"93","1J1",2017-06-05,"vegetation",221,221,1
"94","1J1",2017-06-12,"vegetation",221,221,1
"95","1J1",2017-06-15,"vegetation",221,221,1
"96","1J1",2017-06-22,"vegetation",221,221,1
"97","1J1",2017-06-25,"vegetation",221,221,1
"98","1J1",2017-06-30,"vegetation",221,221,1
"99","1J1",2017-07-02,"vegetation",221,221,1
"100","1J1",2017-07-05,"vegetation",218,221,0.986425339366516
"101","1J1",2017-07-07,"vegetation",207,221,0.936651583710407
"102","1J1",2017-07-10,"vegetation",207,221,0.936651583710407
"103","1J1",2017-07-12,"vegetation",194,201,0.965174129353234
"104","1J1",2017-07-15,"vegetation",195,201,0.970149253731343
"105","1J1",2017-07-17,"vegetation",195,201,0.970149253731343
"106","1J1",2017-07-20,"vegetation",195,201,0.970149253731343
"107","1J1",2017-07-22,"vegetation",201,201,1
"108","1J1",2017-07-25,"vegetation",201,201,1
"109","1J1",2017-07-27,"vegetation",221,221,1
"110","1J1",2017-07-30,"vegetation",221,221,1
"111","1J1",2017-08-01,"vegetation",221,221,1
"112","1J1",2017-08-04,"vegetation",221,221,1
"113","1J1",2017-08-06,"vegetation",221,221,1
"114","1J1",2017-08-09,"vegetation",221,221,1
"115","1J1",2017-08-11,"vegetation",221,221,1
"116","1J1",2017-08-14,"vegetation",210,221,0.950226244343891
"117","1J1",2017-08-16,"vegetation",210,221,0.950226244343891
"118","1J1",2017-08-19,"vegetation",210,221,0.950226244343891
"119","1J1",2017-08-21,"vegetation",221,221,1
"120","1J1",2017-08-24,"vegetation",221,221,1
"121","1J1",2017-08-26,"vegetation",221,221,1
"122","1J1",2017-08-29,"vegetation",206,221,0.932126696832579
"123","1J1",2017-08-31,"vegetation",221,221,1
"124","1J1",2017-09-03,"vegetation",214,221,0.968325791855204
"125","1J1",2017-09-05,"vegetation",214,221,0.968325791855204
"126","1J1",2017-09-08,"vegetation",214,221,0.968325791855204
"127","1J1",2017-09-10,"vegetation",214,221,0.968325791855204
"128","1J1",2017-09-13,"vegetation",221,221,1
"129","1J1",2017-09-15,"vegetation",221,221,1
"130","1J1",2017-09-18,"vegetation",221,221,1
"131","1J1",2017-09-20,"vegetation",221,221,1
"132","1J1",2017-09-23,"vegetation",221,221,1
"133","1J1",2017-09-25,"vegetation",210,221,0.950226244343891
"134","1J1",2017-09-28,"vegetation",210,221,0.950226244343891
"135","1J1",2017-09-30,"vegetation",210,221,0.950226244343891
"136","1J1",2017-10-03,"vegetation",199,221,0.900452488687783
"137","1J1",2017-10-05,"vegetation",221,221,1
"138","1J1",2017-10-08,"vegetation",221,221,1
"139","1J1",2017-10-13,"vegetation",221,221,1
"140","1J1",2017-10-18,"vegetation",196,221,0.886877828054299
"141","1J1",2017-10-20,"vegetation",221,221,1
"142","1J1",2017-10-23,"vegetation",33,221,0.149321266968326
"143","1J1",2017-10-25,"vegetation",33,221,0.149321266968326
"144","1J1",2017-10-28,"vegetation",33,221,0.149321266968326
"145","1J1",2017-10-30,"vegetation",216,221,0.97737556561086
"146","1J1",2017-11-02,"vegetation",216,221,0.97737556561086
"147","1J1",2017-11-04,"vegetation",201,221,0.909502262443439
"148","1J1",2017-11-07,"vegetation",193,221,0.873303167420814
"149","1J1",2017-11-09,"vegetation",221,221,1
"150","1J1",2017-11-12,"vegetation",221,221,1
"151","1J1",2017-11-14,"vegetation",112,221,0.506787330316742
"152","1J1",2017-11-17,"vegetation",183,221,0.828054298642534
"153","1J1",2017-11-19,"vegetation",198,221,0.895927601809955
"154","1J1",2017-11-22,"vegetation",221,221,1
"155","1J1",2017-11-24,"vegetation",212,221,0.959276018099548
"156","1J1",2017-11-27,"vegetation",20,20,1
"157","1J1",2017-11-29,"vegetation",20,20,1
"158","1J1",2017-12-02,"vegetation",20,20,1
"159","1J1",2017-12-07,"vegetation",20,20,1
"160","1J1",2017-12-09,"vegetation",20,20,1
"161","1J1",2017-12-12,"vegetation",47,47,1
"162","1J1",2017-12-17,"vegetation",198,221,0.895927601809955
"163","1J1",2017-12-19,"vegetation",198,221,0.895927601809955
"164","1J1",2017-12-22,"vegetation",198,221,0.895927601809955
"165","1J1",2017-12-24,"vegetation",198,221,0.895927601809955
"166","1J1",2017-12-27,"vegetation",148,221,0.669683257918552
"167","1J1",2017-12-29,"vegetation",148,221,0.669683257918552
"168","1J1",2018-01-03,"vegetation",148,221,0.669683257918552
"169","1J1",2018-01-06,"vegetation",221,221,1
"170","1J1",2018-01-08,"vegetation",221,221,1
"171","1J1",2018-01-11,"vegetation",221,221,1
"172","1J1",2018-01-13,"vegetation",221,221,1
"173","1J1",2018-01-16,"vegetation",221,221,1
"174","1J1",2018-01-18,"vegetation",221,221,1
"175","1J1",2018-01-21,"vegetation",119,221,0.538461538461538
"176","1J1",2018-02-05,"vegetation",88,221,0.398190045248869
"177","1J1",2018-02-07,"vegetation",121,221,0.547511312217195
"178","1J1",2018-02-10,"vegetation",121,221,0.547511312217195
"179","1J1",2018-02-17,"vegetation",221,221,1
"180","1J2",2015-07-06,"vegetation",125,230,0.543478260869565
"181","1J2",2015-07-16,"vegetation",141,230,0.61304347826087
"182","1J2",2015-08-02,"vegetation",147,230,0.639130434782609
"183","1J2",2015-08-05,"vegetation",194,230,0.843478260869565
"184","1J2",2015-08-12,"vegetation",180,230,0.782608695652174
"185","1J2",2015-08-15,"vegetation",180,230,0.782608695652174
"186","1J2",2015-08-22,"vegetation",144,230,0.626086956521739
"187","1J2",2015-09-04,"vegetation",144,230,0.626086956521739
"188","1J2",2015-09-11,"vegetation",127,230,0.552173913043478
"189","1J2",2015-09-14,"vegetation",132,230,0.573913043478261
"190","1J2",2015-09-24,"vegetation",230,230,1
"191","1J2",2015-10-21,"vegetation",230,230,1
"192","1J2",2015-11-13,"vegetation",230,230,1
"193","1J2",2015-11-20,"vegetation",230,230,1
"194","1J2",2015-11-30,"vegetation",230,230,1
"195","1J2",2015-12-03,"vegetation",64,230,0.278260869565217
"196","1J2",2015-12-23,"vegetation",47,230,0.204347826086957
"197","1J2",2015-12-30,"vegetation",220,230,0.956521739130435
"198","1J2",2016-01-02,"vegetation",230,230,1
"199","1J2",2016-01-12,"vegetation",230,230,1
"200","1J2",2016-01-29,"vegetation",230,230,1
"201","1J2",2016-02-11,"vegetation",230,230,1
"202","1J2",2016-02-18,"vegetation",230,230,1
"203","1J2",2016-03-09,"vegetation",230,230,1
"204","1J2",2016-03-12,"vegetation",223,230,0.969565217391304
"205","1J2",2016-03-19,"vegetation",223,230,0.969565217391304
"206","1J2",2016-03-29,"vegetation",223,230,0.969565217391304
"207","1J2",2016-04-01,"vegetation",230,230,1
"208","1J2",2016-04-08,"vegetation",230,230,1
"209","1J2",2016-04-18,"vegetation",90,230,0.391304347826087
"210","1J2",2016-04-21,"vegetation",142,230,0.617391304347826
"211","1J2",2016-04-28,"vegetation",230,230,1
"212","1J2",2016-05-01,"vegetation",66,230,0.28695652173913
"213","1J2",2016-05-11,"vegetation",122,230,0.530434782608696
"214","1J2",2016-05-18,"vegetation",230,230,1
"215","1J2",2016-05-21,"vegetation",230,230,1
"216","1J2",2016-06-07,"vegetation",130,230,0.565217391304348
"217","1J2",2016-06-10,"vegetation",219,230,0.952173913043478
"218","1J2",2016-06-20,"vegetation",219,230,0.952173913043478
"219","1J2",2016-06-27,"vegetation",219,230,0.952173913043478
"220","1J2",2016-06-30,"vegetation",219,230,0.952173913043478
"221","1J2",2016-07-07,"vegetation",230,230,1
"222","1J2",2016-07-10,"vegetation",211,230,0.917391304347826
"223","1J2",2016-07-17,"vegetation",211,230,0.917391304347826
"224","1J2",2016-07-20,"vegetation",116,230,0.504347826086956
"225","1J2",2016-08-19,"vegetation",116,230,0.504347826086956
"226","1J2",2016-08-26,"vegetation",149,230,0.647826086956522
"227","1J2",2016-09-05,"vegetation",124,230,0.539130434782609
"228","1J2",2016-09-08,"vegetation",124,230,0.539130434782609
"229","1J2",2016-09-15,"vegetation",142,230,0.617391304347826
"230","1J2",2016-09-25,"vegetation",128,230,0.556521739130435
"231","1J2",2016-09-28,"vegetation",230,230,1
"232","1J2",2016-10-05,"vegetation",121,230,0.526086956521739
"233","1J2",2016-10-08,"vegetation",230,230,1
"234","1J2",2016-11-14,"vegetation",230,230,1
"235","1J2",2016-11-17,"vegetation",230,230,1
"236","1J2",2016-11-24,"vegetation",230,230,1
"237","1J2",2016-11-27,"vegetation",230,230,1
"238","1J2",2016-12-07,"vegetation",230,230,1
"239","1J2",2016-12-14,"vegetation",230,230,1
"240","1J2",2016-12-17,"vegetation",230,230,1
"241","1J2",2016-12-24,"vegetation",230,230,1
"242","1J2",2016-12-27,"vegetation",120,230,0.521739130434783
"243","1J2",2017-01-03,"vegetation",203,230,0.882608695652174
"244","1J2",2017-01-13,"vegetation",57,230,0.247826086956522
"245","1J2",2017-01-16,"vegetation",57,230,0.247826086956522
"246","1J2",2017-01-26,"vegetation",229,230,0.995652173913044
"247","1J2",2017-02-02,"vegetation",230,230,1
"248","1J2",2017-02-05,"vegetation",230,230,1
"249","1J2",2017-02-12,"vegetation",230,230,1
"250","1J2",2017-02-15,"vegetation",133,230,0.578260869565217
"251","1J2",2017-02-22,"vegetation",133,230,0.578260869565217
"252","1J2",2017-02-25,"vegetation",230,230,1
"253","1J2",2017-03-04,"vegetation",230,230,1
"254","1J2",2017-03-07,"vegetation",230,230,1
"255","1J2",2017-03-14,"vegetation",230,230,1
"256","1J2",2017-03-17,"vegetation",178,230,0.773913043478261
"257","1J2",2017-03-24,"vegetation",178,230,0.773913043478261
"258","1J2",2017-03-27,"vegetation",220,230,0.956521739130435
"259","1J2",2017-04-03,"vegetation",219,229,0.956331877729258
"260","1J2",2017-04-06,"vegetation",219,229,0.956331877729258
"261","1J2",2017-04-13,"vegetation",229,229,1
"262","1J2",2017-04-16,"vegetation",229,229,1
"263","1J2",2017-04-23,"vegetation",229,229,1
"264","1J2",2017-04-26,"vegetation",125,230,0.543478260869565
"265","1J2",2017-05-03,"vegetation",125,230,0.543478260869565
"266","1J2",2017-05-06,"vegetation",74,230,0.321739130434783
"267","1J2",2017-05-13,"vegetation",74,230,0.321739130434783
"268","1J2",2017-05-16,"vegetation",112,230,0.48695652173913
"269","1J2",2017-05-23,"vegetation",230,230,1
"270","1J2",2017-05-26,"vegetation",115,230,0.5
"271","1J2",2017-06-02,"vegetation",160,230,0.695652173913043
"272","1J2",2017-06-05,"vegetation",180,230,0.782608695652174
"273","1J2",2017-06-12,"vegetation",180,230,0.782608695652174
"274","1J2",2017-06-15,"vegetation",230,230,1
"275","1J2",2017-06-22,"vegetation",230,230,1
"276","1J2",2017-06-25,"vegetation",230,230,1
"277","1J2",2017-06-30,"vegetation",230,230,1
"278","1J2",2017-07-02,"vegetation",230,230,1
"279","1J2",2017-07-05,"vegetation",148,230,0.643478260869565
"280","1J2",2017-07-07,"vegetation",133,230,0.578260869565217
"281","1J2",2017-07-10,"vegetation",131,230,0.569565217391304
"282","1J2",2017-07-12,"vegetation",131,230,0.569565217391304
"283","1J2",2017-07-15,"vegetation",223,230,0.969565217391304
"284","1J2",2017-07-17,"vegetation",223,230,0.969565217391304
"285","1J2",2017-07-20,"vegetation",223,230,0.969565217391304
"286","1J2",2017-07-22,"vegetation",163,230,0.708695652173913
"287","1J2",2017-07-25,"vegetation",163,230,0.708695652173913
"288","1J2",2017-07-27,"vegetation",230,230,1
"289","1J2",2017-07-30,"vegetation",230,230,1
"290","1J2",2017-08-01,"vegetation",230,230,1
"291","1J2",2017-08-04,"vegetation",230,230,1
"292","1J2",2017-08-06,"vegetation",230,230,1
"293","1J2",2017-08-09,"vegetation",230,230,1
"294","1J2",2017-08-11,"vegetation",230,230,1
"295","1J2",2017-08-14,"vegetation",180,230,0.782608695652174
"296","1J2",2017-08-16,"vegetation",170,218,0.779816513761468
"297","1J2",2017-08-19,"vegetation",170,218,0.779816513761468
"298","1J2",2017-08-21,"vegetation",197,218,0.903669724770642
"299","1J2",2017-08-24,"vegetation",218,218,1
"300","1J2",2017-08-26,"vegetation",218,218,1
"301","1J2",2017-08-29,"vegetation",134,230,0.582608695652174
"302","1J2",2017-08-31,"vegetation",230,230,1
"303","1J2",2017-09-03,"vegetation",144,230,0.626086956521739
"304","1J2",2017-09-05,"vegetation",144,230,0.626086956521739
"305","1J2",2017-09-08,"vegetation",144,230,0.626086956521739
"306","1J2",2017-09-10,"vegetation",147,230,0.639130434782609
"307","1J2",2017-09-13,"vegetation",227,230,0.98695652173913
"308","1J2",2017-09-15,"vegetation",227,230,0.98695652173913
"309","1J2",2017-09-18,"vegetation",227,230,0.98695652173913
"310","1J2",2017-09-20,"vegetation",227,230,0.98695652173913
"311","1J2",2017-09-23,"vegetation",230,230,1
"312","1J2",2017-09-25,"vegetation",146,230,0.634782608695652
"313","1J2",2017-09-28,"vegetation",146,230,0.634782608695652
"314","1J2",2017-09-30,"vegetation",146,230,0.634782608695652
"315","1J2",2017-10-03,"vegetation",177,230,0.769565217391304
"316","1J2",2017-10-05,"vegetation",230,230,1
"317","1J2",2017-10-08,"vegetation",230,230,1
"318","1J2",2017-10-13,"vegetation",230,230,1
"319","1J2",2017-10-18,"vegetation",212,230,0.921739130434783
"320","1J2",2017-10-20,"vegetation",212,230,0.921739130434783
"321","1J2",2017-10-23,"vegetation",1,230,0.00434782608695652
"322","1J2",2017-10-25,"vegetation",1,230,0.00434782608695652
"323","1J2",2017-10-28,"vegetation",1,230,0.00434782608695652
"324","1J2",2017-10-30,"vegetation",169,230,0.734782608695652
"325","1J2",2017-11-02,"vegetation",169,230,0.734782608695652
"326","1J2",2017-11-04,"vegetation",208,230,0.904347826086957
"327","1J2",2017-11-07,"vegetation",186,230,0.808695652173913
"328","1J2",2017-11-09,"vegetation",214,230,0.930434782608696
"329","1J2",2017-11-12,"vegetation",188,230,0.817391304347826
"330","1J2",2017-11-14,"vegetation",72,230,0.31304347826087
"331","1J2",2017-11-17,"vegetation",181,230,0.78695652173913
"332","1J2",2017-11-19,"vegetation",185,230,0.804347826086957
"333","1J2",2017-11-22,"vegetation",230,230,1
"334","1J2",2017-11-24,"vegetation",65,230,0.282608695652174
"335","1J2",2017-11-27,"vegetation",1,20,0.05
"336","1J2",2017-11-29,"vegetation",1,20,0.05
"337","1J2",2017-12-02,"vegetation",1,20,0.05
"338","1J2",2017-12-07,"vegetation",20,20,1
"339","1J2",2017-12-09,"vegetation",20,20,1
"340","1J2",2017-12-12,"vegetation",222,222,1
"341","1J2",2017-12-17,"vegetation",210,230,0.91304347826087
"342","1J2",2017-12-19,"vegetation",210,230,0.91304347826087
"343","1J2",2017-12-22,"vegetation",210,230,0.91304347826087
"344","1J2",2017-12-24,"vegetation",210,230,0.91304347826087
"345","1J2",2017-12-27,"vegetation",149,230,0.647826086956522
"346","1J2",2017-12-29,"vegetation",149,230,0.647826086956522
"347","1J2",2018-01-03,"vegetation",149,230,0.647826086956522
"348","1J2",2018-01-06,"vegetation",230,230,1
"349","1J2",2018-01-08,"vegetation",230,230,1
"350","1J2",2018-01-11,"vegetation",230,230,1
"351","1J2",2018-01-13,"vegetation",230,230,1
"352","1J2",2018-01-16,"vegetation",230,230,1
"353","1J2",2018-01-18,"vegetation",230,230,1
"354","1J2",2018-01-21,"vegetation",144,230,0.626086956521739
"355","1J2",2018-02-05,"vegetation",193,230,0.839130434782609
"356","1J2",2018-02-07,"vegetation",214,230,0.930434782608696
"357","1J2",2018-02-10,"vegetation",214,230,0.930434782608696
"358","1J2",2018-02-17,"vegetation",227,230,0.98695652173913
"359","1J3",2015-07-06,"vegetation",65,193,0.336787564766839
"360","1J3",2015-07-16,"vegetation",81,193,0.419689119170984
"361","1J3",2015-08-02,"vegetation",72,193,0.373056994818653
"362","1J3",2015-08-05,"vegetation",81,193,0.419689119170984
"363","1J3",2015-08-12,"vegetation",84,193,0.435233160621762
"364","1J3",2015-08-15,"vegetation",84,193,0.435233160621762
"365","1J3",2015-08-22,"vegetation",68,193,0.352331606217617
"366","1J3",2015-09-04,"vegetation",68,193,0.352331606217617
"367","1J3",2015-09-11,"vegetation",66,193,0.341968911917098
"368","1J3",2015-09-14,"vegetation",66,193,0.341968911917098
"369","1J3",2015-09-24,"vegetation",65,193,0.336787564766839
"370","1J3",2015-10-21,"vegetation",100,193,0.518134715025907
"371","1J3",2015-11-13,"vegetation",100,193,0.518134715025907
"372","1J3",2015-11-20,"vegetation",100,193,0.518134715025907
"373","1J3",2015-11-30,"vegetation",100,193,0.518134715025907
"374","1J3",2015-12-03,"vegetation",17,193,0.0880829015544041
"375","1J3",2015-12-23,"vegetation",17,193,0.0880829015544041
"376","1J3",2015-12-30,"vegetation",56,193,0.290155440414508
"377","1J3",2016-01-02,"vegetation",193,193,1
"378","1J3",2016-01-12,"vegetation",193,193,1
"379","1J3",2016-01-29,"vegetation",193,193,1
"380","1J3",2016-02-11,"vegetation",193,193,1
"381","1J3",2016-02-18,"vegetation",193,193,1
"382","1J3",2016-03-09,"vegetation",193,193,1
"383","1J3",2016-03-12,"vegetation",27,193,0.139896373056995
"384","1J3",2016-03-19,"vegetation",27,193,0.139896373056995
"385","1J3",2016-03-29,"vegetation",27,193,0.139896373056995
"386","1J3",2016-04-01,"vegetation",155,193,0.803108808290155
"387","1J3",2016-04-08,"vegetation",193,193,1
"388","1J3",2016-04-18,"vegetation",41,193,0.212435233160622
"389","1J3",2016-04-21,"vegetation",51,193,0.264248704663212
"390","1J3",2016-04-28,"vegetation",193,193,1
"391","1J3",2016-05-01,"vegetation",35,193,0.181347150259067
"392","1J3",2016-05-11,"vegetation",55,193,0.284974093264249
"393","1J3",2016-05-18,"vegetation",193,193,1
"394","1J3",2016-05-21,"vegetation",193,193,1
"395","1J3",2016-06-07,"vegetation",73,193,0.378238341968912
"396","1J3",2016-06-10,"vegetation",193,193,1
"397","1J3",2016-06-20,"vegetation",193,193,1
"398","1J3",2016-06-27,"vegetation",193,193,1
"399","1J3",2016-06-30,"vegetation",193,193,1
"400","1J3",2016-07-07,"vegetation",193,193,1
"401","1J3",2016-07-10,"vegetation",193,193,1
"402","1J3",2016-07-17,"vegetation",193,193,1
"403","1J3",2016-07-20,"vegetation",63,193,0.326424870466321
"404","1J3",2016-08-19,"vegetation",63,193,0.326424870466321
"405","1J3",2016-08-26,"vegetation",79,193,0.409326424870466
"406","1J3",2016-09-05,"vegetation",139,193,0.72020725388601
"407","1J3",2016-09-08,"vegetation",58,193,0.300518134715026
"408","1J3",2016-09-15,"vegetation",73,193,0.378238341968912
"409","1J3",2016-09-25,"vegetation",62,193,0.321243523316062
"410","1J3",2016-09-28,"vegetation",193,193,1
"411","1J3",2016-10-05,"vegetation",56,193,0.290155440414508
"412","1J3",2016-10-08,"vegetation",193,193,1
"413","1J3",2016-11-14,"vegetation",193,193,1
"414","1J3",2016-11-17,"vegetation",193,193,1
"415","1J3",2016-11-24,"vegetation",193,193,1
"416","1J3",2016-11-27,"vegetation",193,193,1
"417","1J3",2016-12-07,"vegetation",193,193,1
"418","1J3",2016-12-14,"vegetation",89,193,0.461139896373057
"419","1J3",2016-12-17,"vegetation",89,193,0.461139896373057
"420","1J3",2016-12-24,"vegetation",193,193,1
"421","1J3",2016-12-27,"vegetation",18,193,0.0932642487046632
"422","1J3",2017-01-03,"vegetation",193,193,1
"423","1J3",2017-01-13,"vegetation",67,193,0.347150259067358
"424","1J3",2017-01-16,"vegetation",67,193,0.347150259067358
"425","1J3",2017-01-26,"vegetation",53,193,0.274611398963731
"426","1J3",2017-02-02,"vegetation",193,193,1
"427","1J3",2017-02-05,"vegetation",193,193,1
"428","1J3",2017-02-12,"vegetation",193,193,1
"429","1J3",2017-02-15,"vegetation",13,193,0.0673575129533679
"430","1J3",2017-02-22,"vegetation",13,193,0.0673575129533679
"431","1J3",2017-02-25,"vegetation",191,193,0.989637305699482
"432","1J3",2017-03-04,"vegetation",193,193,1
"433","1J3",2017-03-07,"vegetation",193,193,1
"434","1J3",2017-03-14,"vegetation",193,193,1
"435","1J3",2017-03-17,"vegetation",155,193,0.803108808290155
"436","1J3",2017-03-24,"vegetation",155,193,0.803108808290155
"437","1J3",2017-03-27,"vegetation",12,193,0.0621761658031088
"438","1J3",2017-04-03,"vegetation",10,164,0.0609756097560976
"439","1J3",2017-04-06,"vegetation",10,164,0.0609756097560976
"440","1J3",2017-04-13,"vegetation",164,164,1
"441","1J3",2017-04-16,"vegetation",164,164,1
"442","1J3",2017-04-23,"vegetation",164,164,1
"443","1J3",2017-04-26,"vegetation",96,193,0.49740932642487
"444","1J3",2017-05-03,"vegetation",96,193,0.49740932642487
"445","1J3",2017-05-06,"vegetation",35,193,0.181347150259067
"446","1J3",2017-05-13,"vegetation",35,193,0.181347150259067
"447","1J3",2017-05-16,"vegetation",46,193,0.238341968911917
"448","1J3",2017-05-23,"vegetation",193,193,1
"449","1J3",2017-05-26,"vegetation",48,193,0.248704663212435
"450","1J3",2017-06-02,"vegetation",72,193,0.373056994818653
"451","1J3",2017-06-05,"vegetation",64,193,0.33160621761658
"452","1J3",2017-06-12,"vegetation",64,193,0.33160621761658
"453","1J3",2017-06-15,"vegetation",193,193,1
"454","1J3",2017-06-22,"vegetation",193,193,1
"455","1J3",2017-06-25,"vegetation",193,193,1
"456","1J3",2017-06-30,"vegetation",193,193,1
"457","1J3",2017-07-02,"vegetation",193,193,1
"458","1J3",2017-07-05,"vegetation",193,193,1
"459","1J3",2017-07-07,"vegetation",62,193,0.321243523316062
"460","1J3",2017-07-10,"vegetation",61,193,0.316062176165803
"461","1J3",2017-07-12,"vegetation",61,193,0.316062176165803
"462","1J3",2017-07-15,"vegetation",193,193,1
"463","1J3",2017-07-17,"vegetation",193,193,1
"464","1J3",2017-07-20,"vegetation",193,193,1
"465","1J3",2017-07-22,"vegetation",148,193,0.766839378238342
"466","1J3",2017-07-25,"vegetation",148,193,0.766839378238342
"467","1J3",2017-07-27,"vegetation",193,193,1
"468","1J3",2017-07-30,"vegetation",193,193,1
"469","1J3",2017-08-01,"vegetation",193,193,1
"470","1J3",2017-08-04,"vegetation",193,193,1
"471","1J3",2017-08-06,"vegetation",193,193,1
"472","1J3",2017-08-09,"vegetation",193,193,1
"473","1J3",2017-08-11,"vegetation",193,193,1
