"","date","SHP.PondCode","CHLA.rfu","PC.rfu","SUB.COVER","SNELLER","chla"
"81",2015-09-24,"V21",2924.71428571429,12.6792857142857,2.5,16.7142857142857,128.424471428571
"82",2015-09-25,"V21",3085.78571428571,12.8757142857143,2.5,17.2857142857143,135.318328571429
"83",2015-09-26,"V21",3246.85714285714,13.0721428571429,2.5,17.8571428571429,142.212185714286
"84",2015-09-27,"V21",3407.92857142857,13.2685714285714,2.5,18.4285714285714,149.106042857143
"85",2015-09-28,"V21",3569,13.465,2.5,19,155.9999
"86",2015-09-29,"V21",3638.35714285714,13.7828571428571,2.5,18.4285714285714,158.968385714286
"87",2015-09-30,"V21",3707.71428571429,14.1007142857143,2.5,17.8571428571429,161.936871428571
"88",2015-10-01,"V21",3777.07142857143,14.4185714285714,2.5,17.2857142857143,164.905357142857
"89",2015-10-02,"V21",3846.42857142857,14.7364285714286,2.5,16.7142857142857,167.873842857143
"90",2015-10-03,"V21",3915.78571428571,15.0542857142857,2.5,16.1428571428571,170.842328571429
"91",2015-10-04,"V21",3985.14285714286,15.3721428571429,2.5,15.5714285714286,173.810814285714
"92",2015-10-05,"V21",4054.5,15.69,2.5,15,176.7793
"93",2015-10-06,"V21",3916.71428571429,15.1228571428571,2.5,15.5714285714286,170.882071428571
"94",2015-10-07,"V21",3778.92857142857,14.5557142857143,2.5,16.1428571428571,164.984842857143
"95",2015-10-08,"V21",3641.14285714286,13.9885714285714,2.5,16.7142857142857,159.087614285714
"96",2015-10-09,"V21",3503.35714285714,13.4214285714286,2.5,17.2857142857143,153.190385714286
"97",2015-10-10,"V21",3365.57142857143,12.8542857142857,2.5,17.8571428571429,147.293157142857
"98",2015-10-11,"V21",3227.78571428571,12.2871428571429,2.5,18.4285714285714,141.395928571429
"99",2015-10-12,"V21",3090,11.72,2.5,19,135.4987
"100",2015-10-13,"V21",3153.57142857143,11.7542857142857,2.5,19.1428571428571,138.219557142857
"101",2015-10-14,"V21",3217.14285714286,11.7885714285714,2.5,19.2857142857143,140.940414285714
"102",2015-10-15,"V21",3280.71428571429,11.8228571428571,2.5,19.4285714285714,143.661271428571
"103",2015-10-16,"V21",3344.28571428571,11.8571428571429,2.5,19.5714285714286,146.382128571429
"104",2015-10-17,"V21",3407.85714285714,11.8914285714286,2.5,19.7142857142857,149.102985714286
"105",2015-10-18,"V21",3471.42857142857,11.9257142857143,2.5,19.8571428571429,151.823842857143
"106",2015-10-19,"V21",3535,11.96,2.5,20,154.5447
"107",2015-10-20,"V21",3575.65,12.038,2.5,19.6,156.28452
"108",2015-10-21,"V21",3616.3,12.116,2.5,19.2,158.02434
"109",2015-10-22,"V21",3656.95,12.194,2.5,18.8,159.76416
"110",2015-10-23,"V21",3697.6,12.272,2.5,18.4,161.50398
"111",2015-10-24,"V21",3738.25,12.35,2.5,18,163.2438
"112",2015-10-25,"V21",3778.9,12.428,2.5,17.6,164.98362
"113",2015-10-26,"V21",3819.55,12.506,2.5,17.2,166.72344
"114",2015-10-27,"V21",3860.2,12.584,2.5,16.8,168.46326
"115",2015-10-28,"V21",3900.85,12.662,2.5,16.4,170.20308
"116",2015-10-29,"V21",3941.5,12.74,2.5,16,171.9429
"117",2015-10-30,"V21",3533.875,11.6575,2.5,17,154.49655
"118",2015-10-31,"V21",3126.25,10.575,2.5,18,137.0502
"119",2015-11-01,"V21",2718.625,9.4925,2.5,19,119.60385
"120",2015-11-02,"V21",2311,8.41,2.5,20,102.1575
"121",2015-11-03,"V21",2506.14285714286,9.055,2.5,20,110.509614285714
"122",2015-11-04,"V21",2701.28571428571,9.7,2.5,20,118.861728571429
"123",2015-11-05,"V21",2896.42857142857,10.345,2.5,20,127.213842857143
"124",2015-11-06,"V21",3091.57142857143,10.99,2.5,20,135.565957142857
"125",2015-11-07,"V21",3286.71428571429,11.635,2.5,20,143.918071428571
"126",2015-11-08,"V21",3481.85714285714,12.28,2.5,20,152.270185714286
"127",2015-11-09,"V21",3677,12.925,2.5,20,160.6223
"128",2015-11-10,"V21",3718.21428571429,12.555,2.85714285714286,19.5714285714286,162.386271428571
"129",2015-11-11,"V21",3759.42857142857,12.185,3.21428571428571,19.1428571428571,164.150242857143
"130",2015-11-12,"V21",3800.64285714286,11.815,3.57142857142857,18.7142857142857,165.914214285714
"131",2015-11-13,"V21",3841.85714285714,11.445,3.92857142857143,18.2857142857143,167.678185714286
"132",2015-11-14,"V21",3883.07142857143,11.075,4.28571428571429,17.8571428571429,169.442157142857
"133",2015-11-15,"V21",3924.28571428571,10.705,4.64285714285714,17.4285714285714,171.206128571429
"134",2015-11-16,"V21",3965.5,10.335,5,17,172.9701
"135",2015-07-06,"V09",120.3,3.153,15,25,8.39554
"136",2015-07-07,"V09",134.842857142857,3.22714285714286,18.2142857142857,25.1428571428571,9.01797428571428
"137",2015-07-08,"V09",149.385714285714,3.30128571428571,21.4285714285714,25.2857142857143,9.64040857142857
"138",2015-07-09,"V09",163.928571428571,3.37542857142857,24.6428571428571,25.4285714285714,10.2628428571429
"139",2015-07-10,"V09",178.471428571429,3.44957142857143,27.8571428571429,25.5714285714286,10.8852771428571
"140",2015-07-11,"V09",193.014285714286,3.52371428571429,31.0714285714286,25.7142857142857,11.5077114285714
"141",2015-07-12,"V09",207.557142857143,3.59785714285714,34.2857142857143,25.8571428571429,12.1301457142857
"142",2015-07-13,"V09",222.1,3.672,37.5,26,12.75258
"143",2015-07-14,"V09",225.257142857143,3.70835714285714,41.0714285714286,27.2857142857143,12.8877057142857
"144",2015-07-15,"V09",228.414285714286,3.74471428571429,44.6428571428571,28.5714285714286,13.0228314285714
"145",2015-07-16,"V09",231.571428571429,3.78107142857143,48.2142857142857,29.8571428571429,13.1579571428571
"146",2015-07-17,"V09",234.728571428571,3.81742857142857,51.7857142857143,31.1428571428571,13.2930828571429
"147",2015-07-18,"V09",237.885714285714,3.85378571428571,55.3571428571429,32.4285714285714,13.4282085714286
"148",2015-07-19,"V09",241.042857142857,3.89014285714286,58.9285714285714,33.7142857142857,13.5633342857143
"149",2015-07-20,"V09",244.2,3.9265,62.5,35,13.69846
"150",2015-07-21,"V09",238.05,4.13271428571429,58.9285714285714,34.2857142857143,13.43524
"151",2015-07-22,"V09",231.9,4.33892857142857,55.3571428571429,33.5714285714286,13.17202
"152",2015-07-23,"V09",225.75,4.54514285714286,51.7857142857143,32.8571428571429,12.9088
"153",2015-07-24,"V09",219.6,4.75135714285714,48.2142857142857,32.1428571428571,12.64558
"154",2015-07-25,"V09",213.45,4.95757142857143,44.6428571428571,31.4285714285714,12.38236
"155",2015-07-26,"V09",207.3,5.16378571428571,41.0714285714286,30.7142857142857,12.11914
"156",2015-07-27,"V09",201.15,5.37,37.5,30,11.85592
"157",2015-07-28,"V09",198.764285714286,5.11235714285714,41.0714285714286,30.4285714285714,11.7538114285714
"158",2015-07-29,"V09",196.378571428571,4.85471428571429,44.6428571428571,30.8571428571429,11.6517028571429
"159",2015-07-30,"V09",193.992857142857,4.59707142857143,48.2142857142857,31.2857142857143,11.5495942857143
"160",2015-07-31,"V09",191.607142857143,4.33942857142857,51.7857142857143,31.7142857142857,11.4474857142857
"161",2015-08-01,"V09",189.221428571429,4.08178571428571,55.3571428571429,32.1428571428571,11.3453771428571
"162",2015-08-02,"V09",186.835714285714,3.82414285714286,58.9285714285714,32.5714285714286,11.2432685714286
"163",2015-08-03,"V09",184.45,3.5665,62.5,33,11.14116
"164",2015-08-04,"V09",288.714285714286,4.17407142857143,58.9285714285714,32.7142857142857,15.6036714285714
"165",2015-08-05,"V09",392.978571428571,4.78164285714286,55.3571428571429,32.4285714285714,20.0661828571429
"166",2015-08-06,"V09",497.242857142857,5.38921428571429,51.7857142857143,32.1428571428571,24.5286942857143
"167",2015-08-07,"V09",601.507142857143,5.99678571428571,48.2142857142857,31.8571428571429,28.9912057142857
"168",2015-08-08,"V09",705.771428571428,6.60435714285714,44.6428571428571,31.5714285714286,33.4537171428571
"169",2015-08-09,"V09",810.035714285714,7.21192857142857,41.0714285714286,31.2857142857143,37.9162285714286
"170",2015-08-10,"V09",914.3,7.8195,37.5,31,42.37874
"171",2015-08-11,"V09",931.814285714286,8.02771428571429,37.5,30,43.1283514285714
"172",2015-08-12,"V09",949.328571428571,8.23592857142857,37.5,29,43.8779628571429
"173",2015-08-13,"V09",966.842857142857,8.44414285714286,37.5,28,44.6275742857143
"174",2015-08-14,"V09",984.357142857143,8.65235714285714,37.5,27,45.3771857142857
"175",2015-08-15,"V09",1001.87142857143,8.86057142857143,37.5,26,46.1267971428571
"176",2015-08-16,"V09",1019.38571428571,9.06878571428571,37.5,25,46.8764085714286
"177",2015-08-17,"V09",1036.9,9.277,37.5,24,47.62602
"178",2015-08-18,"V09",1059.34285714286,9.23707142857143,41.0714285714286,23.5714285714286,48.5865742857143
"179",2015-08-19,"V09",1081.78571428571,9.19714285714286,44.6428571428571,23.1428571428571,49.5471285714286
"180",2015-08-20,"V09",1104.22857142857,9.15721428571429,48.2142857142857,22.7142857142857,50.5076828571429
"181",2015-08-21,"V09",1126.67142857143,9.11728571428571,51.7857142857143,22.2857142857143,51.4682371428571
"182",2015-08-22,"V09",1149.11428571429,9.07735714285714,55.3571428571429,21.8571428571429,52.4287914285714
"183",2015-08-23,"V09",1171.55714285714,9.03742857142857,58.9285714285714,21.4285714285714,53.3893457142857
"184",2015-08-24,"V09",1194,8.9975,62.5,21,54.3499
"185",2015-08-25,"V09",1122,8.74257142857143,66.0714285714286,21.2857142857143,51.2683
"186",2015-08-26,"V09",1050,8.48764285714286,69.6428571428571,21.5714285714286,48.1867
"187",2015-08-27,"V09",978,8.23271428571429,73.2142857142857,21.8571428571429,45.1051
"188",2015-08-28,"V09",906,7.97778571428571,76.7857142857143,22.1428571428571,42.0235
"189",2015-08-29,"V09",834,7.72285714285714,80.3571428571429,22.4285714285714,38.9419
"190",2015-08-30,"V09",762,7.46792857142857,83.9285714285714,22.7142857142857,35.8603
"191",2015-08-31,"V09",690,7.213,87.5,23,32.7787
"192",2015-09-01,"V09",699.657142857143,7.53042857142857,80.3571428571429,23.4285714285714,33.1920257142857
"193",2015-09-02,"V09",709.314285714286,7.84785714285714,73.2142857142857,23.8571428571429,33.6053514285714
"194",2015-09-03,"V09",718.971428571429,8.16528571428571,66.0714285714286,24.2857142857143,34.0186771428571
"195",2015-09-04,"V09",728.628571428571,8.48271428571429,58.9285714285714,24.7142857142857,34.4320028571429
"196",2015-09-05,"V09",738.285714285714,8.80014285714286,51.7857142857143,25.1428571428571,34.8453285714286
"197",2015-09-06,"V09",747.942857142857,9.11757142857143,44.6428571428571,25.5714285714286,35.2586542857143
"198",2015-09-07,"V09",757.6,9.435,37.5,26,35.67198
"199",2015-09-08,"V09",795.942857142857,9.43714285714286,37.5,25.8571428571429,37.3130542857143
"200",2015-09-09,"V09",834.285714285714,9.43928571428571,37.5,25.7142857142857,38.9541285714286
"201",2015-09-10,"V09",872.628571428571,9.44142857142857,37.5,25.5714285714286,40.5952028571429
"202",2015-09-11,"V09",910.971428571429,9.44357142857143,37.5,25.4285714285714,42.2362771428571
"203",2015-09-12,"V09",949.314285714286,9.44571428571428,37.5,25.2857142857143,43.8773514285714
"204",2015-09-13,"V09",987.657142857143,9.44785714285714,37.5,25.1428571428571,45.5184257142857
"205",2015-09-14,"V09",1026,9.45,37.5,25,47.1595
"206",2015-09-15,"V09",1055.64285714286,9.57642857142857,34.2857142857143,24.2857142857143,48.4282142857143
"207",2015-09-16,"V09",1085.28571428571,9.70285714285714,31.0714285714286,23.5714285714286,49.6969285714286
"208",2015-09-17,"V09",1114.92857142857,9.82928571428571,27.8571428571429,22.8571428571429,50.9656428571428
"209",2015-09-18,"V09",1144.57142857143,9.95571428571429,24.6428571428571,22.1428571428571,52.2343571428571
"210",2015-09-19,"V09",1174.21428571429,10.0821428571429,21.4285714285714,21.4285714285714,53.5030714285714
"211",2015-09-20,"V09",1203.85714285714,10.2085714285714,18.2142857142857,20.7142857142857,54.7717857142857
"212",2015-09-21,"V09",1233.5,10.335,15,20,56.0405
"213",2015-09-22,"V09",1189.29285714286,10.0492857142857,13.2142857142857,20.1428571428571,54.1484342857143
"214",2015-09-23,"V09",1145.08571428571,9.76357142857143,11.4285714285714,20.2857142857143,52.2563685714286
"215",2015-09-24,"V09",1100.87857142857,9.47785714285714,9.64285714285714,20.4285714285714,50.3643028571429
"216",2015-09-25,"V09",1056.67142857143,9.19214285714286,7.85714285714286,20.5714285714286,48.4722371428571
"217",2015-09-26,"V09",1012.46428571429,8.90642857142857,6.07142857142857,20.7142857142857,46.5801714285714
"218",2015-09-27,"V09",968.257142857143,8.62071428571429,4.28571428571429,20.8571428571429,44.6881057142857
"219",2015-09-28,"V09",924.05,8.335,2.5,21,42.79604
"220",2015-09-29,"V09",895.657142857143,8.495,2.5,21.8571428571429,41.5808257142857
"221",2015-09-30,"V09",867.264285714286,8.655,2.5,22.7142857142857,40.3656114285714
"222",2015-10-01,"V09",838.871428571429,8.815,2.5,23.5714285714286,39.1503971428571
"223",2015-10-02,"V09",810.478571428571,8.975,2.5,24.4285714285714,37.9351828571428
"224",2015-10-03,"V09",782.085714285714,9.135,2.5,25.2857142857143,36.7199685714286
"225",2015-10-04,"V09",753.692857142857,9.295,2.5,26.1428571428571,35.5047542857143
"226",2015-10-05,"V09",725.3,9.455,2.5,27,34.28954
"227",2015-10-06,"V09",695.542857142857,9.20928571428571,2.5,26.7142857142857,33.0159342857143
"228",2015-10-07,"V09",665.785714285714,8.96357142857143,2.5,26.4285714285714,31.7423285714286
"229",2015-10-08,"V09",636.028571428571,8.71785714285714,2.5,26.1428571428571,30.4687228571429
"230",2015-10-09,"V09",606.271428571429,8.47214285714286,2.5,25.8571428571429,29.1951171428571
"231",2015-10-10,"V09",576.514285714286,8.22642857142857,2.5,25.5714285714286,27.9215114285714
"232",2015-10-11,"V09",546.757142857143,7.98071428571429,2.5,25.2857142857143,26.6479057142857
"233",2015-10-12,"V09",517,7.735,2.5,25,25.3743
"234",2015-10-13,"V09",533.1,7.92642857142857,2.5,25.5714285714286,26.06338
"235",2015-10-14,"V09",549.2,8.11785714285714,2.5,26.1428571428571,26.75246
"236",2015-10-15,"V09",565.3,8.30928571428571,2.5,26.7142857142857,27.44154
"237",2015-10-16,"V09",581.4,8.50071428571428,2.5,27.2857142857143,28.13062
"238",2015-10-17,"V09",597.5,8.69214285714286,2.5,27.8571428571429,28.8197
"239",2015-10-18,"V09",613.6,8.88357142857143,2.5,28.4285714285714,29.50878
"240",2015-10-19,"V09",629.7,9.075,2.5,29,30.19786
"241",2015-10-20,"V09",624.61,9.034,2.5,28.6,29.980008
"242",2015-10-21,"V09",619.52,8.993,2.5,28.2,29.762156
"243",2015-10-22,"V09",614.43,8.952,2.5,27.8,29.544304
"244",2015-10-23,"V09",609.34,8.911,2.5,27.4,29.326452
"245",2015-10-24,"V09",604.25,8.87,2.5,27,29.1086
"246",2015-10-25,"V09",599.16,8.829,2.5,26.6,28.890748
"247",2015-10-26,"V09",594.07,8.788,2.5,26.2,28.672896
"248",2015-10-27,"V09",588.98,8.747,2.5,25.8,28.455044
"249",2015-10-28,"V09",583.89,8.706,2.5,25.4,28.237192
"250",2015-10-29,"V09",578.8,8.665,2.5,25,28.01934
"251",2015-10-30,"V09",544.4125,8.185,2.5,26.25,26.547555
"252",2015-10-31,"V09",510.025,7.705,2.5,27.5,25.07577
"253",2015-11-01,"V09",475.6375,7.225,2.5,28.75,23.603985
"254",2015-11-02,"V09",441.25,6.745,2.5,30,22.1322
"255",2015-11-03,"V09",643,8.74285714285714,2.5,28.4285714285714,30.7671
"256",2015-11-04,"V09",844.75,10.7407142857143,2.5,26.8571428571429,39.402
"257",2015-11-05,"V09",1046.5,12.7385714285714,2.5,25.2857142857143,48.0369
"258",2015-11-06,"V09",1248.25,14.7364285714286,2.5,23.7142857142857,56.6718
"259",2015-11-07,"V09",1450,16.7342857142857,2.5,22.1428571428571,65.3067
"260",2015-11-08,"V09",1651.75,18.7321428571429,2.5,20.5714285714286,73.9416
"261",2015-11-09,"V09",1853.5,20.73,2.5,19,82.5765
"262",2015-11-10,"V09",1859.42857142857,20.1457142857143,2.5,18.7142857142857,82.8302428571428
"263",2015-11-11,"V09",1865.35714285714,19.5614285714286,2.5,18.4285714285714,83.0839857142857
"264",2015-11-12,"V09",1871.28571428571,18.9771428571429,2.5,18.1428571428571,83.3377285714286
"265",2015-11-13,"V09",1877.21428571429,18.3928571428571,2.5,17.8571428571429,83.5914714285714
"266",2015-11-14,"V09",1883.14285714286,17.8085714285714,2.5,17.5714285714286,83.8452142857143
"267",2015-11-15,"V09",1889.07142857143,17.2242857142857,2.5,17.2857142857143,84.0989571428571
"268",2015-11-16,"V09",1895,16.64,2.5,17,84.3527
"269",2015-07-06,"M9",165.15,2.655,2.5,30,10.31512
"270",2015-07-07,"M9",159.757142857143,2.6185,2.5,31.1428571428571,10.0843057142857
"271",2015-07-08,"M9",154.364285714286,2.582,2.5,32.2857142857143,9.85349142857143
"272",2015-07-09,"M9",148.971428571429,2.5455,2.5,33.4285714285714,9.62267714285714
"273",2015-07-10,"M9",143.578571428571,2.509,2.5,34.5714285714286,9.39186285714286
"274",2015-07-11,"M9",138.185714285714,2.4725,2.5,35.7142857142857,9.16104857142857
"275",2015-07-12,"M9",132.792857142857,2.436,2.5,36.8571428571429,8.93023428571429
"276",2015-07-13,"M9",127.4,2.3995,2.5,38,8.69942
"277",2015-07-14,"M9",127.357142857143,2.37835714285714,2.5,40.7142857142857,8.69758571428572
"278",2015-07-15,"M9",127.314285714286,2.35721428571429,2.5,43.4285714285714,8.69575142857143
"279",2015-07-16,"M9",127.271428571429,2.33607142857143,2.5,46.1428571428571,8.69391714285714
"280",2015-07-17,"M9",127.228571428571,2.31492857142857,2.5,48.8571428571429,8.69208285714286
"281",2015-07-18,"M9",127.185714285714,2.29378571428571,2.5,51.5714285714286,8.69024857142857
"282",2015-07-19,"M9",127.142857142857,2.27264285714286,2.5,54.2857142857143,8.68841428571429
"283",2015-07-20,"M9",127.1,2.2515,2.5,57,8.68658
"284",2015-07-21,"M9",126.292857142857,2.34442857142857,2.5,55.7142857142857,8.65203428571429
"285",2015-07-22,"M9",125.485714285714,2.43735714285714,2.5,54.4285714285714,8.61748857142857
"286",2015-07-23,"M9",124.678571428571,2.53028571428571,2.5,53.1428571428571,8.58294285714286
"287",2015-07-24,"M9",123.871428571429,2.62321428571429,2.5,51.8571428571429,8.54839714285714
"288",2015-07-25,"M9",123.064285714286,2.71614285714286,2.5,50.5714285714286,8.51385142857143
"289",2015-07-26,"M9",122.257142857143,2.80907142857143,2.5,49.2857142857143,8.47930571428571
"290",2015-07-27,"M9",121.45,2.902,2.5,48,8.44476
"291",2015-07-28,"M9",112.888571428571,4.14242857142857,2.5,47.1428571428571,8.07833085714286
"292",2015-07-29,"M9",104.327142857143,5.38285714285714,2.5,46.2857142857143,7.71190171428571
"293",2015-07-30,"M9",95.7657142857143,6.62328571428571,2.5,45.4285714285714,7.34547257142857
"294",2015-07-31,"M9",87.2042857142857,7.86371428571429,2.5,44.5714285714286,6.97904342857143
"295",2015-08-01,"M9",78.6428571428571,9.10414285714286,2.5,43.7142857142857,6.61261428571428
"296",2015-08-02,"M9",70.0814285714286,10.3445714285714,2.5,42.8571428571429,6.24618514285714
"297",2015-08-03,"M9",61.52,11.585,2.5,42,5.879756
"298",2015-08-04,"M9",68.5314285714286,10.3595,2.5,43.4285714285714,6.17984514285714
"299",2015-08-05,"M9",75.5428571428571,9.134,2.5,44.8571428571429,6.47993428571429
"300",2015-08-06,"M9",82.5542857142857,7.9085,2.5,46.2857142857143,6.78002342857143
"301",2015-08-07,"M9",89.5657142857143,6.683,2.5,47.7142857142857,7.08011257142857
"302",2015-08-08,"M9",96.5771428571429,5.4575,2.5,49.1428571428571,7.38020171428571
"303",2015-08-09,"M9",103.588571428571,4.232,2.5,50.5714285714286,7.68029085714286
"304",2015-08-10,"M9",110.6,3.0065,2.5,52,7.98038
"305",2015-08-11,"M9",158.7,3.50207142857143,2.5,50.1428571428571,10.03906
"306",2015-08-12,"M9",206.8,3.99764285714286,2.5,48.2857142857143,12.09774
"307",2015-08-13,"M9",254.9,4.49321428571429,2.5,46.4285714285714,14.15642
"308",2015-08-14,"M9",303,4.98878571428571,2.5,44.5714285714286,16.2151
"309",2015-08-15,"M9",351.1,5.48435714285714,2.5,42.7142857142857,18.27378
